gage_number,gage_name,date,time,tz,height,unit
8165500,Guad Rv at Hunt,2025-07-06,4:15,CDT,8.63,ft
8165500,Guad Rv at Hunt,2025-07-06,4:20,CDT,8.63,ft
8165500,Guad Rv at Hunt,2025-07-06,4:25,CDT,8.64,ft
8165500,Guad Rv at Hunt,2025-07-06,4:30,CDT,8.63,ft
8165500,Guad Rv at Hunt,2025-07-06,4:35,CDT,8.63,ft
8165500,Guad Rv at Hunt,2025-07-06,4:40,CDT,8.63,ft
8165500,Guad Rv at Hunt,2025-07-06,4:45,CDT,8.63,ft
8165500,Guad Rv at Hunt,2025-07-06,4:50,CDT,8.63,ft
8165500,Guad Rv at Hunt,2025-07-06,4:55,CDT,8.63,ft
8165500,Guad Rv at Hunt,2025-07-06,5:00,CDT,8.62,ft
8165500,Guad Rv at Hunt,2025-07-06,5:05,CDT,8.63,ft
8165500,Guad Rv at Hunt,2025-07-06,5:10,CDT,8.63,ft
8165500,Guad Rv at Hunt,2025-07-06,5:15,CDT,8.63,ft
8165500,Guad Rv at Hunt,2025-07-06,5:20,CDT,8.62,ft
8165500,Guad Rv at Hunt,2025-07-06,5:25,CDT,8.62,ft
8165500,Guad Rv at Hunt,2025-07-06,5:30,CDT,8.62,ft
8165500,Guad Rv at Hunt,2025-07-06,5:35,CDT,8.62,ft
8165500,Guad Rv at Hunt,2025-07-06,5:40,CDT,8.62,ft
8165500,Guad Rv at Hunt,2025-07-06,5:45,CDT,8.62,ft
8165500,Guad Rv at Hunt,2025-07-06,5:50,CDT,8.62,ft
8165500,Guad Rv at Hunt,2025-07-06,5:55,CDT,8.62,ft
8165500,Guad Rv at Hunt,2025-07-06,6:00,CDT,8.62,ft
8165500,Guad Rv at Hunt,2025-07-06,6:05,CDT,8.62,ft
8165500,Guad Rv at Hunt,2025-07-06,6:10,CDT,8.62,ft
8165500,Guad Rv at Hunt,2025-07-06,6:15,CDT,8.62,ft
8165500,Guad Rv at Hunt,2025-07-06,6:20,CDT,8.61,ft
8165500,Guad Rv at Hunt,2025-07-06,6:25,CDT,8.61,ft
8165500,Guad Rv at Hunt,2025-07-06,6:30,CDT,8.61,ft
8165500,Guad Rv at Hunt,2025-07-06,6:35,CDT,8.61,ft
8165500,Guad Rv at Hunt,2025-07-06,6:40,CDT,8.61,ft
8165500,Guad Rv at Hunt,2025-07-06,6:45,CDT,8.6,ft
8165500,Guad Rv at Hunt,2025-07-06,6:50,CDT,8.61,ft
8165500,Guad Rv at Hunt,2025-07-06,6:55,CDT,8.6,ft
8165500,Guad Rv at Hunt,2025-07-06,7:00,CDT,8.6,ft
8165500,Guad Rv at Hunt,2025-07-06,7:05,CDT,8.6,ft
8165500,Guad Rv at Hunt,2025-07-06,7:10,CDT,8.6,ft
8165500,Guad Rv at Hunt,2025-07-06,7:15,CDT,8.6,ft
8165500,Guad Rv at Hunt,2025-07-06,7:20,CDT,8.6,ft
8167000,Guad Rv at Comfort,2025-07-04,0:00,CDT,3.1,ft
8167000,Guad Rv at Comfort,2025-07-04,0:15,CDT,3.11,ft
8167000,Guad Rv at Comfort,2025-07-04,0:30,CDT,3.11,ft
8167000,Guad Rv at Comfort,2025-07-04,0:45,CDT,3.11,ft
8167000,Guad Rv at Comfort,2025-07-04,1:00,CDT,3.12,ft
8167000,Guad Rv at Comfort,2025-07-04,1:15,CDT,3.12,ft
8167000,Guad Rv at Comfort,2025-07-04,1:30,CDT,3.12,ft
8167000,Guad Rv at Comfort,2025-07-04,1:45,CDT,3.12,ft
8167000,Guad Rv at Comfort,2025-07-04,2:00,CDT,3.11,ft
8167000,Guad Rv at Comfort,2025-07-04,2:15,CDT,3.12,ft
8167000,Guad Rv at Comfort,2025-07-04,2:30,CDT,3.12,ft
8167000,Guad Rv at Comfort,2025-07-04,2:45,CDT,3.12,ft
8167000,Guad Rv at Comfort,2025-07-04,3:00,CDT,3.12,ft
8167000,Guad Rv at Comfort,2025-07-04,3:15,CDT,3.12,ft
8167000,Guad Rv at Comfort,2025-07-04,3:30,CDT,3.11,ft
8167000,Guad Rv at Comfort,2025-07-04,3:45,CDT,3.11,ft
8167000,Guad Rv at Comfort,2025-07-04,4:00,CDT,3.11,ft
8167000,Guad Rv at Comfort,2025-07-04,4:15,CDT,3.12,ft
8167000,Guad Rv at Comfort,2025-07-04,4:30,CDT,3.11,ft
8167000,Guad Rv at Comfort,2025-07-04,4:45,CDT,3.12,ft
8167000,Guad Rv at Comfort,2025-07-04,5:00,CDT,3.11,ft
8167000,Guad Rv at Comfort,2025-07-04,5:15,CDT,3.1,ft
8167000,Guad Rv at Comfort,2025-07-04,5:30,CDT,3.14,ft
8167000,Guad Rv at Comfort,2025-07-04,5:45,CDT,3.13,ft
8167000,Guad Rv at Comfort,2025-07-04,6:00,CDT,3.15,ft
8167000,Guad Rv at Comfort,2025-07-04,6:15,CDT,3.15,ft
8167000,Guad Rv at Comfort,2025-07-04,6:30,CDT,3.16,ft
8167000,Guad Rv at Comfort,2025-07-04,6:45,CDT,3.15,ft
8167000,Guad Rv at Comfort,2025-07-04,7:00,CDT,3.16,ft
8167000,Guad Rv at Comfort,2025-07-04,7:15,CDT,3.15,ft
8167000,Guad Rv at Comfort,2025-07-04,7:30,CDT,3.15,ft
8167000,Guad Rv at Comfort,2025-07-04,7:45,CDT,3.14,ft
8167000,Guad Rv at Comfort,2025-07-04,8:00,CDT,3.15,ft
8167000,Guad Rv at Comfort,2025-07-04,8:15,CDT,3.15,ft
8167000,Guad Rv at Comfort,2025-07-04,8:30,CDT,3.14,ft
8167000,Guad Rv at Comfort,2025-07-04,8:45,CDT,3.15,ft
8167000,Guad Rv at Comfort,2025-07-04,9:00,CDT,3.15,ft
8167000,Guad Rv at Comfort,2025-07-04,9:15,CDT,12.37,ft
8167000,Guad Rv at Comfort,2025-07-04,9:30,CDT,25.3,ft
8167000,Guad Rv at Comfort,2025-07-04,9:45,CDT,29.86,ft
8167000,Guad Rv at Comfort,2025-07-04,10:00,CDT,32.3,ft
8167000,Guad Rv at Comfort,2025-07-04,10:15,CDT,33.77,ft
8167000,Guad Rv at Comfort,2025-07-04,10:30,CDT,34.71,ft
8167000,Guad Rv at Comfort,2025-07-04,10:45,CDT,35.26,ft
8167000,Guad Rv at Comfort,2025-07-04,11:00,CDT,35.64,ft
8167000,Guad Rv at Comfort,2025-07-04,11:15,CDT,34.51,ft
8167000,Guad Rv at Comfort,2025-07-04,11:30,CDT,34.09,ft
8167000,Guad Rv at Comfort,2025-07-04,11:45,CDT,33.51,ft
8167000,Guad Rv at Comfort,2025-07-04,12:00,CDT,32.82,ft
8167000,Guad Rv at Comfort,2025-07-04,12:15,CDT,32.04,ft
8167000,Guad Rv at Comfort,2025-07-04,12:30,CDT,31.22,ft
8167000,Guad Rv at Comfort,2025-07-04,12:45,CDT,30.39,ft
8167000,Guad Rv at Comfort,2025-07-04,13:00,CDT,29.57,ft
8167000,Guad Rv at Comfort,2025-07-04,13:15,CDT,28.8,ft
8167000,Guad Rv at Comfort,2025-07-04,13:30,CDT,28.06,ft
8167000,Guad Rv at Comfort,2025-07-04,13:45,CDT,27.37,ft
8167000,Guad Rv at Comfort,2025-07-04,14:00,CDT,26.73,ft
8167000,Guad Rv at Comfort,2025-07-04,14:15,CDT,26.12,ft
8167000,Guad Rv at Comfort,2025-07-04,14:30,CDT,25.53,ft
8167000,Guad Rv at Comfort,2025-07-04,14:45,CDT,24.98,ft
8167000,Guad Rv at Comfort,2025-07-04,15:00,CDT,24.44,ft
8167000,Guad Rv at Comfort,2025-07-04,15:15,CDT,23.96,ft
8167000,Guad Rv at Comfort,2025-07-04,15:30,CDT,23.57,ft
8167000,Guad Rv at Comfort,2025-07-04,15:45,CDT,23.26,ft
8167000,Guad Rv at Comfort,2025-07-04,16:00,CDT,23.06,ft
8167000,Guad Rv at Comfort,2025-07-04,16:15,CDT,23.01,ft
8167000,Guad Rv at Comfort,2025-07-04,16:30,CDT,23.08,ft
8167000,Guad Rv at Comfort,2025-07-04,16:45,CDT,23.31,ft
8167000,Guad Rv at Comfort,2025-07-04,17:00,CDT,23.59,ft
8167000,Guad Rv at Comfort,2025-07-04,17:15,CDT,23.83,ft
8167000,Guad Rv at Comfort,2025-07-04,17:30,CDT,24.02,ft
8167000,Guad Rv at Comfort,2025-07-04,17:45,CDT,24.12,ft
8167000,Guad Rv at Comfort,2025-07-04,18:00,CDT,24.1,ft
8167000,Guad Rv at Comfort,2025-07-04,18:15,CDT,24.02,ft
8167000,Guad Rv at Comfort,2025-07-04,18:30,CDT,23.86,ft
8167000,Guad Rv at Comfort,2025-07-04,18:45,CDT,23.66,ft
8167000,Guad Rv at Comfort,2025-07-04,19:00,CDT,23.42,ft
8167000,Guad Rv at Comfort,2025-07-04,19:15,CDT,23.16,ft
8167000,Guad Rv at Comfort,2025-07-04,19:30,CDT,22.88,ft
8167000,Guad Rv at Comfort,2025-07-04,19:45,CDT,22.63,ft
8167000,Guad Rv at Comfort,2025-07-04,20:00,CDT,22.36,ft
8167000,Guad Rv at Comfort,2025-07-04,20:15,CDT,22.12,ft
8167000,Guad Rv at Comfort,2025-07-04,20:30,CDT,21.87,ft
8167000,Guad Rv at Comfort,2025-07-04,20:45,CDT,21.64,ft
8167000,Guad Rv at Comfort,2025-07-04,21:00,CDT,21.39,ft
8167000,Guad Rv at Comfort,2025-07-04,21:15,CDT,21.17,ft
8167000,Guad Rv at Comfort,2025-07-04,21:30,CDT,20.92,ft
8167000,Guad Rv at Comfort,2025-07-04,21:45,CDT,20.67,ft
8167000,Guad Rv at Comfort,2025-07-04,22:00,CDT,20.44,ft
8167000,Guad Rv at Comfort,2025-07-04,22:15,CDT,20.16,ft
8167000,Guad Rv at Comfort,2025-07-04,22:30,CDT,19.91,ft
8167000,Guad Rv at Comfort,2025-07-04,22:45,CDT,19.64,ft
8167000,Guad Rv at Comfort,2025-07-04,23:00,CDT,19.38,ft
8167000,Guad Rv at Comfort,2025-07-04,23:15,CDT,19.1,ft
8167000,Guad Rv at Comfort,2025-07-04,23:30,CDT,18.81,ft
8167000,Guad Rv at Comfort,2025-07-04,23:45,CDT,18.55,ft
8167000,Guad Rv at Comfort,2025-07-05,0:00,CDT,18.29,ft
8167000,Guad Rv at Comfort,2025-07-05,0:15,CDT,17.98,ft
8167000,Guad Rv at Comfort,2025-07-05,0:30,CDT,17.68,ft
8167000,Guad Rv at Comfort,2025-07-05,0:45,CDT,17.38,ft
8167000,Guad Rv at Comfort,2025-07-05,1:00,CDT,17.05,ft
8167000,Guad Rv at Comfort,2025-07-05,1:15,CDT,16.69,ft
8167000,Guad Rv at Comfort,2025-07-05,1:30,CDT,16.38,ft
8167000,Guad Rv at Comfort,2025-07-05,1:45,CDT,16.03,ft
8167000,Guad Rv at Comfort,2025-07-05,2:00,CDT,15.75,ft
8167000,Guad Rv at Comfort,2025-07-05,2:15,CDT,15.43,ft
8167000,Guad Rv at Comfort,2025-07-05,2:30,CDT,15.17,ft
8167000,Guad Rv at Comfort,2025-07-05,2:45,CDT,14.89,ft
8167000,Guad Rv at Comfort,2025-07-05,3:00,CDT,14.6,ft
8167000,Guad Rv at Comfort,2025-07-05,3:15,CDT,14.35,ft
8167000,Guad Rv at Comfort,2025-07-05,3:30,CDT,14.07,ft
8167000,Guad Rv at Comfort,2025-07-05,3:45,CDT,13.85,ft
8167000,Guad Rv at Comfort,2025-07-05,4:00,CDT,13.6,ft
8167000,Guad Rv at Comfort,2025-07-05,4:15,CDT,13.4,ft
8167000,Guad Rv at Comfort,2025-07-05,4:30,CDT,13.2,ft
8167000,Guad Rv at Comfort,2025-07-05,4:45,CDT,12.97,ft
8167000,Guad Rv at Comfort,2025-07-05,5:00,CDT,12.78,ft
8167000,Guad Rv at Comfort,2025-07-05,5:15,CDT,12.58,ft
8167000,Guad Rv at Comfort,2025-07-05,5:30,CDT,12.36,ft
8167000,Guad Rv at Comfort,2025-07-05,5:45,CDT,12.11,ft
8167000,Guad Rv at Comfort,2025-07-05,6:00,CDT,11.94,ft
8167000,Guad Rv at Comfort,2025-07-05,6:15,CDT,11.79,ft
8167000,Guad Rv at Comfort,2025-07-05,6:30,CDT,11.63,ft
8167000,Guad Rv at Comfort,2025-07-05,6:45,CDT,11.48,ft
8167000,Guad Rv at Comfort,2025-07-05,7:00,CDT,11.35,ft
8167000,Guad Rv at Comfort,2025-07-05,7:15,CDT,11.21,ft
8167000,Guad Rv at Comfort,2025-07-05,7:30,CDT,11.05,ft
8167000,Guad Rv at Comfort,2025-07-05,7:45,CDT,10.91,ft
8167000,Guad Rv at Comfort,2025-07-05,8:00,CDT,10.78,ft
8167000,Guad Rv at Comfort,2025-07-05,8:15,CDT,10.65,ft
8167000,Guad Rv at Comfort,2025-07-05,8:30,CDT,10.53,ft
8167000,Guad Rv at Comfort,2025-07-05,8:45,CDT,10.4,ft
8167000,Guad Rv at Comfort,2025-07-05,9:00,CDT,10.28,ft
8167000,Guad Rv at Comfort,2025-07-05,9:15,CDT,10.15,ft
8167000,Guad Rv at Comfort,2025-07-05,9:30,CDT,10.02,ft
8167000,Guad Rv at Comfort,2025-07-05,9:45,CDT,9.9,ft
8167000,Guad Rv at Comfort,2025-07-05,10:00,CDT,9.83,ft
8167000,Guad Rv at Comfort,2025-07-05,10:15,CDT,9.72,ft
8167000,Guad Rv at Comfort,2025-07-05,10:30,CDT,9.61,ft
8167000,Guad Rv at Comfort,2025-07-05,10:45,CDT,9.52,ft
8167000,Guad Rv at Comfort,2025-07-05,11:00,CDT,9.4,ft
8167000,Guad Rv at Comfort,2025-07-05,11:15,CDT,9.31,ft
8167000,Guad Rv at Comfort,2025-07-05,11:30,CDT,9.21,ft
8167000,Guad Rv at Comfort,2025-07-05,11:45,CDT,9.09,ft
8167000,Guad Rv at Comfort,2025-07-05,12:00,CDT,9.03,ft
8167000,Guad Rv at Comfort,2025-07-05,12:15,CDT,8.93,ft
8167000,Guad Rv at Comfort,2025-07-05,12:30,CDT,8.83,ft
8167000,Guad Rv at Comfort,2025-07-05,12:45,CDT,8.77,ft
8167000,Guad Rv at Comfort,2025-07-05,13:00,CDT,8.69,ft
8167000,Guad Rv at Comfort,2025-07-05,13:15,CDT,8.6,ft
8167000,Guad Rv at Comfort,2025-07-05,13:30,CDT,8.53,ft
8167000,Guad Rv at Comfort,2025-07-05,13:45,CDT,8.45,ft
8167000,Guad Rv at Comfort,2025-07-05,14:00,CDT,8.36,ft
8167000,Guad Rv at Comfort,2025-07-05,14:15,CDT,8.29,ft
8167000,Guad Rv at Comfort,2025-07-05,14:30,CDT,8.21,ft
8167000,Guad Rv at Comfort,2025-07-05,14:45,CDT,8.15,ft
8167000,Guad Rv at Comfort,2025-07-05,15:00,CDT,8.08,ft
8167000,Guad Rv at Comfort,2025-07-05,15:15,CDT,8.03,ft
8167000,Guad Rv at Comfort,2025-07-05,15:30,CDT,7.98,ft
8167000,Guad Rv at Comfort,2025-07-05,15:45,CDT,7.9,ft
8167000,Guad Rv at Comfort,2025-07-05,16:00,CDT,7.84,ft
8167000,Guad Rv at Comfort,2025-07-05,16:15,CDT,7.79,ft
8167000,Guad Rv at Comfort,2025-07-05,16:30,CDT,7.69,ft
8167000,Guad Rv at Comfort,2025-07-05,16:45,CDT,7.63,ft
8167000,Guad Rv at Comfort,2025-07-05,17:00,CDT,7.6,ft
8167000,Guad Rv at Comfort,2025-07-05,17:15,CDT,7.53,ft
8167000,Guad Rv at Comfort,2025-07-05,17:30,CDT,7.48,ft
8167000,Guad Rv at Comfort,2025-07-05,17:45,CDT,7.44,ft
8167000,Guad Rv at Comfort,2025-07-05,18:00,CDT,7.41,ft
8167000,Guad Rv at Comfort,2025-07-05,18:15,CDT,7.34,ft
8167000,Guad Rv at Comfort,2025-07-05,18:30,CDT,7.3,ft
8167000,Guad Rv at Comfort,2025-07-05,18:45,CDT,7.25,ft
8167000,Guad Rv at Comfort,2025-07-05,19:00,CDT,7.2,ft
8167000,Guad Rv at Comfort,2025-07-05,19:15,CDT,7.18,ft
8167000,Guad Rv at Comfort,2025-07-05,19:30,CDT,7.14,ft
8167000,Guad Rv at Comfort,2025-07-05,19:45,CDT,7.11,ft
8167000,Guad Rv at Comfort,2025-07-05,20:00,CDT,7.05,ft
8167000,Guad Rv at Comfort,2025-07-05,20:15,CDT,7,ft
8167000,Guad Rv at Comfort,2025-07-05,20:30,CDT,6.97,ft
8167000,Guad Rv at Comfort,2025-07-05,20:45,CDT,6.92,ft
8167000,Guad Rv at Comfort,2025-07-05,21:00,CDT,6.87,ft
8167000,Guad Rv at Comfort,2025-07-05,21:15,CDT,6.86,ft
8167000,Guad Rv at Comfort,2025-07-05,21:30,CDT,6.83,ft
8167000,Guad Rv at Comfort,2025-07-05,21:45,CDT,6.76,ft
8167000,Guad Rv at Comfort,2025-07-05,22:00,CDT,6.75,ft
8167000,Guad Rv at Comfort,2025-07-05,22:15,CDT,6.72,ft
8167000,Guad Rv at Comfort,2025-07-05,22:30,CDT,6.63,ft
8167000,Guad Rv at Comfort,2025-07-05,22:45,CDT,6.66,ft
8167000,Guad Rv at Comfort,2025-07-05,23:00,CDT,6.61,ft
8167000,Guad Rv at Comfort,2025-07-05,23:15,CDT,6.53,ft
8167000,Guad Rv at Comfort,2025-07-05,23:30,CDT,6.5,ft
8167000,Guad Rv at Comfort,2025-07-05,23:45,CDT,6.5,ft
8167000,Guad Rv at Comfort,2025-07-06,0:00,CDT,6.44,ft
8167000,Guad Rv at Comfort,2025-07-06,0:15,CDT,6.41,ft
8167000,Guad Rv at Comfort,2025-07-06,0:30,CDT,6.37,ft
8167000,Guad Rv at Comfort,2025-07-06,0:45,CDT,6.35,ft
8167000,Guad Rv at Comfort,2025-07-06,1:00,CDT,6.31,ft
8167000,Guad Rv at Comfort,2025-07-06,1:15,CDT,6.29,ft
8167000,Guad Rv at Comfort,2025-07-06,1:30,CDT,6.24,ft
8167000,Guad Rv at Comfort,2025-07-06,1:45,CDT,6.25,ft
8167000,Guad Rv at Comfort,2025-07-06,2:00,CDT,6.24,ft
8167000,Guad Rv at Comfort,2025-07-06,2:15,CDT,6.18,ft
8167000,Guad Rv at Comfort,2025-07-06,2:30,CDT,6.16,ft
8167000,Guad Rv at Comfort,2025-07-06,2:45,CDT,6.15,ft
8167000,Guad Rv at Comfort,2025-07-06,3:00,CDT,6.1,ft
8167000,Guad Rv at Comfort,2025-07-06,3:30,CDT,6.06,ft
8167000,Guad Rv at Comfort,2025-07-06,3:45,CDT,6.03,ft
8167000,Guad Rv at Comfort,2025-07-06,4:00,CDT,5.94,ft
8167000,Guad Rv at Comfort,2025-07-06,4:15,CDT,5.97,ft
8167000,Guad Rv at Comfort,2025-07-06,4:30,CDT,5.95,ft
8167000,Guad Rv at Comfort,2025-07-06,4:45,CDT,5.92,ft
8167000,Guad Rv at Comfort,2025-07-06,5:00,CDT,5.9,ft
8167000,Guad Rv at Comfort,2025-07-06,5:15,CDT,5.84,ft
8167000,Guad Rv at Comfort,2025-07-06,5:30,CDT,5.85,ft
