gage_number,gage_name,date,time,tz,height,unit
8167000,Guad Rv at Comfort,2025-07-06,5:45,CDT,5.83,ft
8167000,Guad Rv at Comfort,2025-07-06,6:00,CDT,5.81,ft
8167000,Guad Rv at Comfort,2025-07-06,6:15,CDT,5.8,ft
8167000,Guad Rv at Comfort,2025-07-06,6:30,CDT,5.78,ft
8167000,Guad Rv at Comfort,2025-07-06,6:45,CDT,5.74,ft
8167500,Guad Rv at Spring Branch,2025-07-04,0:00,CDT,1.51,ft
8167500,Guad Rv at Spring Branch,2025-07-04,0:15,CDT,1.51,ft
8167500,Guad Rv at Spring Branch,2025-07-04,0:30,CDT,1.52,ft
8167500,Guad Rv at Spring Branch,2025-07-04,0:45,CDT,1.52,ft
8167500,Guad Rv at Spring Branch,2025-07-04,1:00,CDT,1.52,ft
8167500,Guad Rv at Spring Branch,2025-07-04,1:15,CDT,1.52,ft
8167500,Guad Rv at Spring Branch,2025-07-04,1:30,CDT,1.52,ft
8167500,Guad Rv at Spring Branch,2025-07-04,1:45,CDT,1.52,ft
8167500,Guad Rv at Spring Branch,2025-07-04,2:00,CDT,1.52,ft
8167500,Guad Rv at Spring Branch,2025-07-04,2:15,CDT,1.53,ft
8167500,Guad Rv at Spring Branch,2025-07-04,2:30,CDT,1.53,ft
8167500,Guad Rv at Spring Branch,2025-07-04,2:45,CDT,1.53,ft
8167500,Guad Rv at Spring Branch,2025-07-04,3:00,CDT,1.53,ft
8167500,Guad Rv at Spring Branch,2025-07-04,3:15,CDT,1.54,ft
8167500,Guad Rv at Spring Branch,2025-07-04,3:30,CDT,1.54,ft
8167500,Guad Rv at Spring Branch,2025-07-04,3:45,CDT,1.54,ft
8167500,Guad Rv at Spring Branch,2025-07-04,4:00,CDT,1.54,ft
8167500,Guad Rv at Spring Branch,2025-07-04,4:15,CDT,1.55,ft
8167500,Guad Rv at Spring Branch,2025-07-04,4:30,CDT,1.55,ft
8167500,Guad Rv at Spring Branch,2025-07-04,4:45,CDT,1.55,ft
8167500,Guad Rv at Spring Branch,2025-07-04,5:00,CDT,1.56,ft
8167500,Guad Rv at Spring Branch,2025-07-04,5:15,CDT,1.56,ft
8167500,Guad Rv at Spring Branch,2025-07-04,5:30,CDT,1.57,ft
8167500,Guad Rv at Spring Branch,2025-07-04,5:45,CDT,1.57,ft
8167500,Guad Rv at Spring Branch,2025-07-04,6:00,CDT,1.57,ft
8167500,Guad Rv at Spring Branch,2025-07-04,6:15,CDT,1.57,ft
8167500,Guad Rv at Spring Branch,2025-07-04,6:30,CDT,1.57,ft
8167500,Guad Rv at Spring Branch,2025-07-04,6:45,CDT,1.57,ft
8167500,Guad Rv at Spring Branch,2025-07-04,7:00,CDT,1.57,ft
8167500,Guad Rv at Spring Branch,2025-07-04,7:15,CDT,1.58,ft
8167500,Guad Rv at Spring Branch,2025-07-04,7:30,CDT,1.58,ft
8167500,Guad Rv at Spring Branch,2025-07-04,7:45,CDT,1.58,ft
8167500,Guad Rv at Spring Branch,2025-07-04,8:00,CDT,1.58,ft
8167500,Guad Rv at Spring Branch,2025-07-04,8:15,CDT,1.58,ft
8167500,Guad Rv at Spring Branch,2025-07-04,8:30,CDT,1.59,ft
8167500,Guad Rv at Spring Branch,2025-07-04,8:45,CDT,1.59,ft
8167500,Guad Rv at Spring Branch,2025-07-04,9:00,CDT,1.59,ft
8167500,Guad Rv at Spring Branch,2025-07-04,9:15,CDT,1.59,ft
8167500,Guad Rv at Spring Branch,2025-07-04,9:30,CDT,1.59,ft
8167500,Guad Rv at Spring Branch,2025-07-04,9:45,CDT,1.59,ft
8167500,Guad Rv at Spring Branch,2025-07-04,10:00,CDT,1.59,ft
8167500,Guad Rv at Spring Branch,2025-07-04,10:15,CDT,1.59,ft
8167500,Guad Rv at Spring Branch,2025-07-04,10:30,CDT,1.59,ft
8167500,Guad Rv at Spring Branch,2025-07-04,10:45,CDT,1.59,ft
8167500,Guad Rv at Spring Branch,2025-07-04,11:00,CDT,1.59,ft
8167500,Guad Rv at Spring Branch,2025-07-04,11:15,CDT,1.59,ft
8167500,Guad Rv at Spring Branch,2025-07-04,11:30,CDT,1.59,ft
8167500,Guad Rv at Spring Branch,2025-07-04,11:45,CDT,1.59,ft
8167500,Guad Rv at Spring Branch,2025-07-04,12:00,CDT,1.6,ft
8167500,Guad Rv at Spring Branch,2025-07-04,12:15,CDT,1.6,ft
8167500,Guad Rv at Spring Branch,2025-07-04,12:30,CDT,1.6,ft
8167500,Guad Rv at Spring Branch,2025-07-04,12:45,CDT,1.6,ft
8167500,Guad Rv at Spring Branch,2025-07-04,13:00,CDT,1.61,ft
8167500,Guad Rv at Spring Branch,2025-07-04,13:15,CDT,1.63,ft
8167500,Guad Rv at Spring Branch,2025-07-04,13:30,CDT,1.63,ft
8167500,Guad Rv at Spring Branch,2025-07-04,13:45,CDT,1.63,ft
8167500,Guad Rv at Spring Branch,2025-07-04,14:00,CDT,1.63,ft
8167500,Guad Rv at Spring Branch,2025-07-04,14:15,CDT,1.63,ft
8167500,Guad Rv at Spring Branch,2025-07-04,14:30,CDT,1.63,ft
8167500,Guad Rv at Spring Branch,2025-07-04,14:45,CDT,1.67,ft
8167500,Guad Rv at Spring Branch,2025-07-04,15:00,CDT,1.64,ft
8167500,Guad Rv at Spring Branch,2025-07-04,15:15,CDT,1.64,ft
8167500,Guad Rv at Spring Branch,2025-07-04,15:30,CDT,1.64,ft
8167500,Guad Rv at Spring Branch,2025-07-04,15:45,CDT,1.64,ft
8167500,Guad Rv at Spring Branch,2025-07-04,16:00,CDT,1.64,ft
8167500,Guad Rv at Spring Branch,2025-07-04,16:15,CDT,1.64,ft
8167500,Guad Rv at Spring Branch,2025-07-04,16:30,CDT,1.64,ft
8167500,Guad Rv at Spring Branch,2025-07-04,16:45,CDT,1.64,ft
8167500,Guad Rv at Spring Branch,2025-07-04,17:00,CDT,1.65,ft
8167500,Guad Rv at Spring Branch,2025-07-04,17:15,CDT,1.65,ft
8167500,Guad Rv at Spring Branch,2025-07-04,17:30,CDT,1.65,ft
8167500,Guad Rv at Spring Branch,2025-07-04,17:45,CDT,1.65,ft
8167500,Guad Rv at Spring Branch,2025-07-04,18:00,CDT,1.65,ft
8167500,Guad Rv at Spring Branch,2025-07-04,18:15,CDT,1.66,ft
8167500,Guad Rv at Spring Branch,2025-07-04,18:30,CDT,1.66,ft
8167500,Guad Rv at Spring Branch,2025-07-04,18:45,CDT,1.66,ft
8167500,Guad Rv at Spring Branch,2025-07-04,19:00,CDT,1.67,ft
8167500,Guad Rv at Spring Branch,2025-07-04,19:15,CDT,1.67,ft
8167500,Guad Rv at Spring Branch,2025-07-04,19:30,CDT,1.67,ft
8167500,Guad Rv at Spring Branch,2025-07-04,19:45,CDT,1.68,ft
8167500,Guad Rv at Spring Branch,2025-07-04,20:00,CDT,1.68,ft
8167500,Guad Rv at Spring Branch,2025-07-04,20:15,CDT,1.68,ft
8167500,Guad Rv at Spring Branch,2025-07-04,20:30,CDT,1.69,ft
8167500,Guad Rv at Spring Branch,2025-07-04,20:45,CDT,1.69,ft
8167500,Guad Rv at Spring Branch,2025-07-04,21:00,CDT,1.7,ft
8167500,Guad Rv at Spring Branch,2025-07-04,21:15,CDT,1.7,ft
8167500,Guad Rv at Spring Branch,2025-07-04,21:30,CDT,1.71,ft
8167500,Guad Rv at Spring Branch,2025-07-04,21:45,CDT,1.71,ft
8167500,Guad Rv at Spring Branch,2025-07-04,22:00,CDT,1.72,ft
8167500,Guad Rv at Spring Branch,2025-07-04,22:15,CDT,2.97,ft
8167500,Guad Rv at Spring Branch,2025-07-04,22:30,CDT,7.22,ft
8167500,Guad Rv at Spring Branch,2025-07-04,22:45,CDT,11.24,ft
8167500,Guad Rv at Spring Branch,2025-07-04,23:00,CDT,13.69,ft
8167500,Guad Rv at Spring Branch,2025-07-04,23:15,CDT,15.46,ft
8167500,Guad Rv at Spring Branch,2025-07-04,23:30,CDT,16.86,ft
8167500,Guad Rv at Spring Branch,2025-07-04,23:45,CDT,18.25,ft
8167500,Guad Rv at Spring Branch,2025-07-05,0:00,CDT,19.51,ft
8167500,Guad Rv at Spring Branch,2025-07-05,0:15,CDT,20.65,ft
8167500,Guad Rv at Spring Branch,2025-07-05,0:30,CDT,21.76,ft
8167500,Guad Rv at Spring Branch,2025-07-05,0:45,CDT,22.86,ft
8167500,Guad Rv at Spring Branch,2025-07-05,1:00,CDT,23.93,ft
8167500,Guad Rv at Spring Branch,2025-07-05,1:15,CDT,25.11,ft
8167500,Guad Rv at Spring Branch,2025-07-05,1:30,CDT,25.76,ft
8167500,Guad Rv at Spring Branch,2025-07-05,1:45,CDT,26.54,ft
8167500,Guad Rv at Spring Branch,2025-07-05,2:00,CDT,27.24,ft
8167500,Guad Rv at Spring Branch,2025-07-05,2:15,CDT,27.94,ft
8167500,Guad Rv at Spring Branch,2025-07-05,2:30,CDT,28.42,ft
8167500,Guad Rv at Spring Branch,2025-07-05,2:45,CDT,28.73,ft
8167500,Guad Rv at Spring Branch,2025-07-05,3:00,CDT,28.94,ft
8167500,Guad Rv at Spring Branch,2025-07-05,3:15,CDT,29.32,ft
8167500,Guad Rv at Spring Branch,2025-07-05,3:30,CDT,29.38,ft
8167500,Guad Rv at Spring Branch,2025-07-05,3:45,CDT,29.58,ft
8167500,Guad Rv at Spring Branch,2025-07-05,4:00,CDT,29.68,ft
8167500,Guad Rv at Spring Branch,2025-07-05,4:15,CDT,29.99,ft
8167500,Guad Rv at Spring Branch,2025-07-05,4:30,CDT,29.68,ft
8167500,Guad Rv at Spring Branch,2025-07-05,4:45,CDT,30.03,ft
8167500,Guad Rv at Spring Branch,2025-07-05,5:00,CDT,29.88,ft
8167500,Guad Rv at Spring Branch,2025-07-05,5:15,CDT,29.82,ft
8167500,Guad Rv at Spring Branch,2025-07-05,5:30,CDT,29.86,ft
8167500,Guad Rv at Spring Branch,2025-07-05,5:45,CDT,29.6,ft
8167500,Guad Rv at Spring Branch,2025-07-05,6:00,CDT,29.71,ft
8167500,Guad Rv at Spring Branch,2025-07-05,6:15,CDT,29.35,ft
8167500,Guad Rv at Spring Branch,2025-07-05,6:30,CDT,29.17,ft
8167500,Guad Rv at Spring Branch,2025-07-05,6:45,CDT,29.14,ft
8167500,Guad Rv at Spring Branch,2025-07-05,7:00,CDT,28.9,ft
8167500,Guad Rv at Spring Branch,2025-07-05,7:15,CDT,28.75,ft
8167500,Guad Rv at Spring Branch,2025-07-05,7:30,CDT,28.75,ft
8167500,Guad Rv at Spring Branch,2025-07-05,7:45,CDT,28.4,ft
8167500,Guad Rv at Spring Branch,2025-07-05,8:00,CDT,28.35,ft
8167500,Guad Rv at Spring Branch,2025-07-05,8:15,CDT,28.11,ft
8167500,Guad Rv at Spring Branch,2025-07-05,8:30,CDT,27.67,ft
8167500,Guad Rv at Spring Branch,2025-07-05,8:45,CDT,27.59,ft
8167500,Guad Rv at Spring Branch,2025-07-05,9:00,CDT,27.48,ft
8167500,Guad Rv at Spring Branch,2025-07-05,9:15,CDT,27.12,ft
8167500,Guad Rv at Spring Branch,2025-07-05,9:30,CDT,26.96,ft
8167500,Guad Rv at Spring Branch,2025-07-05,9:45,CDT,26.69,ft
8167500,Guad Rv at Spring Branch,2025-07-05,10:00,CDT,26.56,ft
8167500,Guad Rv at Spring Branch,2025-07-05,10:15,CDT,26.22,ft
8167500,Guad Rv at Spring Branch,2025-07-05,10:30,CDT,26.09,ft
8167500,Guad Rv at Spring Branch,2025-07-05,10:45,CDT,25.72,ft
8167500,Guad Rv at Spring Branch,2025-07-05,11:00,CDT,25.52,ft
8167500,Guad Rv at Spring Branch,2025-07-05,11:15,CDT,25.4,ft
8167500,Guad Rv at Spring Branch,2025-07-05,11:30,CDT,25.05,ft
8167500,Guad Rv at Spring Branch,2025-07-05,11:45,CDT,24.91,ft
8167500,Guad Rv at Spring Branch,2025-07-05,12:00,CDT,24.6,ft
8167500,Guad Rv at Spring Branch,2025-07-05,12:15,CDT,24.38,ft
8167500,Guad Rv at Spring Branch,2025-07-05,12:30,CDT,23.95,ft
8167500,Guad Rv at Spring Branch,2025-07-05,12:45,CDT,23.72,ft
8167500,Guad Rv at Spring Branch,2025-07-05,13:00,CDT,23.47,ft
8167500,Guad Rv at Spring Branch,2025-07-05,13:15,CDT,23.19,ft
8167500,Guad Rv at Spring Branch,2025-07-05,13:30,CDT,22.86,ft
8167500,Guad Rv at Spring Branch,2025-07-05,13:45,CDT,22.5,ft
8167500,Guad Rv at Spring Branch,2025-07-05,14:00,CDT,22.33,ft
8167500,Guad Rv at Spring Branch,2025-07-05,14:15,CDT,21.98,ft
8167500,Guad Rv at Spring Branch,2025-07-05,14:30,CDT,21.47,ft
8167500,Guad Rv at Spring Branch,2025-07-05,14:45,CDT,21.12,ft
8167500,Guad Rv at Spring Branch,2025-07-05,15:00,CDT,20.76,ft
8167500,Guad Rv at Spring Branch,2025-07-05,15:15,CDT,20.45,ft
8167500,Guad Rv at Spring Branch,2025-07-05,15:30,CDT,20.01,ft
8167500,Guad Rv at Spring Branch,2025-07-05,15:45,CDT,19.67,ft
8167500,Guad Rv at Spring Branch,2025-07-05,16:00,CDT,19.26,ft
8167500,Guad Rv at Spring Branch,2025-07-05,16:15,CDT,18.64,ft
8167500,Guad Rv at Spring Branch,2025-07-05,16:30,CDT,18.43,ft
8167500,Guad Rv at Spring Branch,2025-07-05,16:45,CDT,17.98,ft
8167500,Guad Rv at Spring Branch,2025-07-05,17:00,CDT,17.61,ft
8167500,Guad Rv at Spring Branch,2025-07-05,17:15,CDT,17.28,ft
8167500,Guad Rv at Spring Branch,2025-07-05,17:30,CDT,16.96,ft
8167500,Guad Rv at Spring Branch,2025-07-05,17:45,CDT,16.53,ft
8167500,Guad Rv at Spring Branch,2025-07-05,18:00,CDT,16.19,ft
8167500,Guad Rv at Spring Branch,2025-07-05,18:15,CDT,15.87,ft
8167500,Guad Rv at Spring Branch,2025-07-05,18:30,CDT,15.57,ft
8167500,Guad Rv at Spring Branch,2025-07-05,18:45,CDT,15.31,ft
8167500,Guad Rv at Spring Branch,2025-07-05,19:00,CDT,14.98,ft
8167500,Guad Rv at Spring Branch,2025-07-05,19:15,CDT,14.54,ft
8167500,Guad Rv at Spring Branch,2025-07-05,19:30,CDT,14.28,ft
8167500,Guad Rv at Spring Branch,2025-07-05,19:45,CDT,13.96,ft
8167500,Guad Rv at Spring Branch,2025-07-05,20:00,CDT,13.64,ft
8167500,Guad Rv at Spring Branch,2025-07-05,20:15,CDT,13.3,ft
8167500,Guad Rv at Spring Branch,2025-07-05,20:30,CDT,12.95,ft
8167500,Guad Rv at Spring Branch,2025-07-05,20:45,CDT,12.66,ft
8167500,Guad Rv at Spring Branch,2025-07-05,21:00,CDT,12.39,ft
8167500,Guad Rv at Spring Branch,2025-07-05,21:15,CDT,12.01,ft
8167500,Guad Rv at Spring Branch,2025-07-05,21:30,CDT,11.81,ft
8167500,Guad Rv at Spring Branch,2025-07-05,21:45,CDT,11.5,ft
8167500,Guad Rv at Spring Branch,2025-07-05,22:00,CDT,11.25,ft
8167500,Guad Rv at Spring Branch,2025-07-05,22:15,CDT,10.96,ft
8167500,Guad Rv at Spring Branch,2025-07-05,22:30,CDT,10.72,ft
8167500,Guad Rv at Spring Branch,2025-07-05,22:45,CDT,10.44,ft
8167500,Guad Rv at Spring Branch,2025-07-05,23:00,CDT,10.19,ft
8167500,Guad Rv at Spring Branch,2025-07-05,23:15,CDT,10,ft
8167500,Guad Rv at Spring Branch,2025-07-05,23:30,CDT,9.8,ft
8167500,Guad Rv at Spring Branch,2025-07-05,23:45,CDT,9.63,ft
8167500,Guad Rv at Spring Branch,2025-07-06,0:00,CDT,9.49,ft
8167500,Guad Rv at Spring Branch,2025-07-06,0:15,CDT,9.36,ft
8167500,Guad Rv at Spring Branch,2025-07-06,0:30,CDT,9.17,ft
8167500,Guad Rv at Spring Branch,2025-07-06,0:45,CDT,9.06,ft
8167500,Guad Rv at Spring Branch,2025-07-06,1:00,CDT,8.93,ft
8167500,Guad Rv at Spring Branch,2025-07-06,1:15,CDT,8.77,ft
8167500,Guad Rv at Spring Branch,2025-07-06,1:30,CDT,8.69,ft
8167500,Guad Rv at Spring Branch,2025-07-06,1:45,CDT,8.59,ft
8167500,Guad Rv at Spring Branch,2025-07-06,2:00,CDT,8.46,ft
8167500,Guad Rv at Spring Branch,2025-07-06,2:15,CDT,8.43,ft
8167500,Guad Rv at Spring Branch,2025-07-06,2:30,CDT,8.28,ft
8167500,Guad Rv at Spring Branch,2025-07-06,2:45,CDT,8.15,ft
8167500,Guad Rv at Spring Branch,2025-07-06,3:00,CDT,8.1,ft
8167500,Guad Rv at Spring Branch,2025-07-06,3:15,CDT,8.04,ft
8167500,Guad Rv at Spring Branch,2025-07-06,3:30,CDT,8,ft
8167500,Guad Rv at Spring Branch,2025-07-06,3:45,CDT,7.91,ft
8167500,Guad Rv at Spring Branch,2025-07-06,4:00,CDT,7.85,ft
8167500,Guad Rv at Spring Branch,2025-07-06,4:15,CDT,7.77,ft
8167500,Guad Rv at Spring Branch,2025-07-06,4:30,CDT,7.75,ft
8167500,Guad Rv at Spring Branch,2025-07-06,4:45,CDT,7.67,ft
8167500,Guad Rv at Spring Branch,2025-07-06,5:00,CDT,7.55,ft
8167500,Guad Rv at Spring Branch,2025-07-06,5:15,CDT,7.53,ft
8167500,Guad Rv at Spring Branch,2025-07-06,5:30,CDT,7.44,ft
8167500,Guad Rv at Spring Branch,2025-07-06,5:45,CDT,7.39,ft
8167500,Guad Rv at Spring Branch,2025-07-06,6:00,CDT,7.34,ft
8167500,Guad Rv at Spring Branch,2025-07-06,6:15,CDT,7.33,ft
8167500,Guad Rv at Spring Branch,2025-07-06,6:30,CDT,7.28,ft
8167500,Guad Rv at Spring Branch,2025-07-06,6:45,CDT,7.29,ft
8167500,Guad Rv at Spring Branch,2025-07-06,7:00,CDT,7.16,ft
